TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
6336000	1531.24	120	2351	14349.13	63.12164	4.5091105	74.872314	49.979465	5.602715	6.193001	73.08918	0.7463635
6368000	1773.34	120	2350	14398.83	57.731125	5.1916246	72.021805	39.00709	5.2724133	6.2735353	60.615208	0.5500996
6400000	1826.85	523	2350	14449.03	56.017727	5.2184196	73.12688	36.792583	3.882635	4.337842	46.78891	0.41616803
6432000	1750.15	120	2727	14498.92	58.207428	4.986275	72.89523	43.421295	3.856422	4.8148503	43.904915	0.39081174
6464000	1690.31	120	2759	14548.72	62.84468	4.4394603	78.113785	48.900223	4.978298	5.690879	56.768246	0.62310517
6496000	1662.58	194	2352	14598.78	62.531	4.356078	75.57153	49.37957	5.560412	6.4466953	73.03403	0.77697384
6528000	1614.95	586	2798	14648.57	58.41959	4.788483	75.330284	42.892555	6.175631	7.4291015	87.471756	0.827518
6560000	1661.04	120	2800	14699.86	55.237705	4.926594	68.40875	39.949257	6.197283	6.5266566	75.92922	0.9961404
6592000	1814.32	-69	2798	14749.42	54.069	4.878645	69.98862	39.380695	5.5336504	6.662569	105.574455	0.79999846
6624000	1890.14	-69	2801	14800.38	50.11473	5.191251	65.20783	31.181055	4.773575	7.022777	147.13972	0.6221044
6656000	1964.01	523	2801	14850.71	44.663216	5.7467546	62.877586	26.359394	3.6690106	5.7338824	109.79281	0.52604634
6688000	1877.55	120	2784	14900.3	38.033314	5.569261	56.81329	19.514927	2.8952427	3.2643592	51.701813	0.45987785
6720000	1701.25	120	2418	14949.78	33.295994	5.7959247	55.106525	12.1867485	3.4637618	4.9886127	81.331116	0.45691097
6752000	1711.92	120	2777	14999.98	30.171621	5.8807807	49.57596	11.618135	3.4869258	4.2570243	54.800274	0.49507248
6784000	1667.63	120	2779	15049.72	31.035652	5.98025	49.91648	7.267965	4.0320764	7.777628	132.77054	0.42580596
6816000	1755.94	120	2783	15099.19	31.096281	6.3772054	55.284466	12.707666	3.3782618	5.79848	69.95488	0.3732802
6848000	1798.72	120	2783	15148.22	23.690468	6.048202	43.381523	4.536971	2.7567675	5.529183	78.501724	0.3450647
6880000	1835.1	120	2417	15197.93	21.86072	6.062093	40.47419	4.6010246	2.5838697	6.705948	126.335945	0.23162794
6912000	1964.92	120	2801	15247.88	29.404633	7.6264963	52.336967	6.160321	3.2469378	7.1770916	130.6752	0.31742167
6944000	1499.67	120	2785	15298.02	48.31733	7.3632445	69.93419	24.112335	3.5961442	5.886849	107.57192	0.37093794
6976000	1801.7	120	2785	15348.56	59.60487	4.96093	74.02848	44.145653	5.216826	7.2444954	93.95937	0.81468844
7008000	1868.57	120	2800	15399.61	63.13357	4.2484064	74.36424	49.978653	4.3541503	5.722032	111.178375	0.5421112
7040000	1924.15	120	2801	15450.69	64.295715	4.12558	75.850075	49.261574	4.559863	6.0381565	83.32536	0.69201064
7072000	1769.57	120	2802	15500.97	64.51782	4.4442186	76.440506	47.86353	3.9905624	4.759074	49.460472	0.5767679
